timestamp,machine_id,machine_type,temperature,vibration_level,power_consumption,pressure,material_flow_rate,cycle_time,error_rate,downtime,maintenance_flag,efficiency_score,production_status
10-03-2025 08:45,M004,Drill,75.67570919,1.831532676,18.89965443,5.067292216,22.35168726,109.5341099,0.794245749,0,0,20.57542508,0
10-03-2025 08:46,M004,CNC,75.03740769,1.834073055,16.58489543,4.135478445,20.96839712,127.5404143,0.713502621,0,0,28.64973787,0
10-03-2025 08:47,M003,Conveyor,73.93001194,2.208759152,16.92241939,5.193013484,21.05594702,122.5570763,0.821222915,0,0,17.87770849,0
10-03-2025 08:48,M002,Welder,78.46993881,2.352032683,16.55957596,5.264137222,21.33478543,123.03365,0.80425664,0,0,19.574336,0
10-03-2025 08:49,M002,Welder,89.39220762,6.37507847,23.96781495,5.29901845,20.63114984,114.6159151,1,0,1,0,1
10-03-2025 08:50,M003,Welder,72.78303434,1.897820388,17.91741728,4.841981259,20.18091282,123.6876403,0.764747007,0,0,23.5252993,0
10-03-2025 08:51,M002,CNC,76.32485755,2.15004291,15.05099463,5.123618734,20.99346034,121.3762434,0.762465967,38,0,4.753403284,0
10-03-2025 08:52,M003,Conveyor,72.19076383,1.592919329,19.89361513,5.569581538,19.18075084,112.0783621,0.756956429,0,0,24.30435714,0
10-03-2025 08:53,M004,Welder,70.96891289,2.066945916,18.11000587,5.565507859,17.87830548,127.1214171,0.81368547,0,0,18.63145302,0
10-03-2025 08:54,M003,CNC,73.22964906,2.165565792,18.84486995,4.98833092,21.0844954,120.7934166,0.848060964,0,0,15.19390364,0
10-03-2025 08:55,M004,Welder,77.6990145,2.204069063,17.06762278,5.055727852,21.85660716,118.0195802,0.803780965,40,0,0,0
10-03-2025 08:56,M004,Drill,77.97324256,1.418974189,17.26559213,5.444364458,18.32265209,118.1100513,0.665480255,0,0,33.45197454,0
10-03-2025 08:57,M001,Conveyor,87.24016646,7.025935546,24.99615478,4.399679194,21.23288222,109.9238905,1,0,1,0,1
10-03-2025 08:58,M003,Conveyor,77.29322148,1.736521024,15.67189874,4.870769703,22.52114857,122.966683,0.664089738,33,0,17.09102615,0
10-03-2025 08:59,M001,CNC,88.30474283,8.821729436,27.0024623,5.534228182,19.9966307,121.309286,1,50,1,0,1
10-03-2025 09:00,M003,CNC,73.19755603,2.144223374,16.28077297,5.390080217,18.77299672,119.0295993,0.7989683,0,0,20.10317005,0
10-03-2025 09:01,M003,Conveyor,76.41980179,2.449013122,16.21886238,5.147705511,20.18452801,126.392426,0.83032381,0,0,16.96761897,0
10-03-2025 09:02,M001,Welder,77.52729608,1.851510356,13.78032352,4.397667038,19.17419905,113.0807049,0.691603673,0,0,30.83963275,0
10-03-2025 09:03,M001,Welder,77.39097484,1.850728251,20.67865318,4.980035907,19.07490484,117.0161376,0.821617916,0,0,17.83820844,0
10-03-2025 09:04,M003,Drill,78.69687432,2.344901606,16.62692249,4.764033842,20.6497761,115.7499587,0.821558833,0,0,17.84411675,0
10-03-2025 09:05,M002,Welder,77.25707909,2.088973082,20.32675211,5.132415561,17.59440579,118.6060251,0.840904938,0,0,15.90950616,0
10-03-2025 09:06,M004,CNC,76.18854552,2.380295453,20.13758464,4.676261326,17.83410662,120.3373501,0.927567918,46,0,0,0
10-03-2025 09:07,M001,CNC,78.34668496,2.086618401,15.42800059,4.589710642,20.02893632,122.1500676,0.76151504,0,0,23.84849599,0
10-03-2025 09:08,M004,Welder,75.05870381,1.652865014,15.82317753,4.174053889,19.96653719,118.2651327,0.665977051,0,0,33.40229488,0
10-03-2025 09:09,M002,CNC,72.49467698,1.600061494,23.12100592,5.488721874,20.51533187,115.6132213,0.814531611,0,0,18.54683885,0
10-03-2025 09:10,M002,Conveyor,74.65313339,1.534546325,21.50185188,4.840091795,22.81283808,128.4300347,0.765522613,0,0,23.44773873,0
10-03-2025 09:11,M002,Conveyor,72.90965969,2.19861555,17.93696297,5.062858313,20.15677105,132.058201,0.824689371,0,0,17.53106293,0
10-03-2025 09:12,M001,Welder,73.12086615,2.356579047,18.51474621,4.999104753,20.89725823,120.7164334,0.873845829,43,0,0,0
10-03-2025 09:13,M002,Conveyor,74.71487831,2.554808642,16.73830719,4.573026427,18.5367006,116.2160982,0.872609188,43,0,0,0
10-03-2025 09:14,M001,Conveyor,72.77320791,2.2529316,18.86470543,4.496374035,21.1519065,127.3772707,0.860619946,43,0,0,0
10-03-2025 09:15,M002,Drill,74.22861643,2.348851573,16.5656362,4.59787395,19.2104137,112.7662145,0.846461467,42,0,0,0
10-03-2025 09:16,M004,Drill,69.47369036,1.8259951,13.93529247,4.710732624,20.10713125,118.3261334,0.693568118,34,0,13.64318821,0
10-03-2025 09:17,M004,Conveyor,75.79644883,1.653075255,15.35688843,5.146642499,19.83672706,116.5194147,0.673217163,0,0,32.67828368,0
10-03-2025 09:18,M003,Welder,75.16221748,2.2550238,18.0421855,4.681712935,21.54946135,114.2023222,0.85823951,0,0,14.17604901,0
10-03-2025 09:19,M004,Drill,72.70936851,2.125304226,15.73786553,5.698596253,18.03503517,118.5998788,0.782738668,39,0,2.226133159,0
10-03-2025 09:20,M003,CNC,87.3667109,5.899657929,26.4307663,5.410860414,16.57514205,115.6791396,1,0,1,0,1
10-03-2025 09:21,M004,CNC,77.97741151,2.116211444,15.85067792,5.32334382,19.67985095,120.0632723,0.786901246,0,0,21.30987536,0
10-03-2025 09:22,M001,CNC,70.34405485,2.096955645,16.43529215,4.952136439,20.70279689,120.1358858,0.751637422,37,0,6.336257795,0
10-03-2025 09:23,M004,Welder,72.88059346,2.385145058,19.70633061,5.605712294,20.22840406,116.8933414,0.887651715,44,0,0,0
10-03-2025 09:24,M003,Conveyor,72.86337409,2.388495675,18.4949611,4.912797748,21.84830636,118.1474332,0.879595604,0,0,12.04043963,0
10-03-2025 09:25,M003,CNC,72.35312518,2.163266106,17.98067116,4.987495434,20.65605901,118.8457552,0.818612417,0,0,18.13875834,0
10-03-2025 09:26,M002,Welder,77.66329236,2.253740862,19.75792795,5.067989816,19.1542275,124.0492303,0.873027351,0,0,12.69726491,0
10-03-2025 09:27,M001,Drill,74.59542276,2.154218766,18.96121719,5.280729216,16.51186977,119.257853,0.849812513,0,0,15.01874866,0
10-03-2025 09:28,M004,Conveyor,74.38539,1.86164908,20.89312658,5.254763232,19.64403165,124.1235087,0.799927532,0,0,20.00724682,0
10-03-2025 09:29,M002,Drill,69.16938078,2.226969402,17.08028148,4.809949889,21.5419385,122.9290649,0.836103286,41,0,0,0
10-03-2025 09:30,M004,Welder,77.08925531,1.581651479,17.14073004,4.786802512,19.41192833,122.8576535,0.681017808,0,0,31.89821919,0
10-03-2025 09:31,M004,CNC,71.46725938,2.316167466,15.39778147,5.255961183,20.0424804,126.9392299,0.818681286,0,0,18.13187143,0
10-03-2025 09:32,M002,CNC,75.3668658,1.641643118,17.14203857,5.286094634,20.63204038,114.4030456,0.690325188,34,0,13.96748119,0
10-03-2025 09:33,M002,Welder,76.02123207,2.085740986,19.92953979,4.84265955,18.47706144,117.6340845,0.845828326,0,0,15.41716736,0
10-03-2025 09:34,M002,CNC,,5.991046272,31.54788783,4.365124772,20.93485384,128.816494,1,50,1,0,1
10-03-2025 09:35,M002,Conveyor,71.26670676,2.166016695,19.92061034,4.917073562,22.45568269,118.7134175,0.865412304,0,0,13.45876961,0
10-03-2025 09:36,M002,Welder,66.13666483,1.989822432,14.41161627,5.24941032,19.74077997,105.9243816,0.695378048,34,0,13.46219517,0
10-03-2025 09:37,M004,Drill,75.74878328,1.521573213,20.16629043,5.722166739,18.30640337,118.9851583,0.727671878,0,0,27.23281223,0
10-03-2025 09:38,M002,Welder,80.60080154,2.126209889,14.32296275,4.520816815,19.90009846,120.6746977,0.715120289,0,0,28.4879711,0
10-03-2025 09:39,M001,Conveyor,78.9181404,1.826623767,19.79623465,4.829371499,16.66342384,106.9144344,0.791154517,0,0,20.88454828,0
10-03-2025 09:40,M003,Conveyor,75.83231293,2.264344016,17.26443095,4.844238575,20.5053549,126.6696782,0.846291507,0,0,15.37084929,0
10-03-2025 09:41,M002,Welder,85.43696085,8.663219441,27.281017,5.542322136,20.67841157,116.4314377,1,0,1,0,1
10-03-2025 09:42,M002,Welder,77.62876917,2.118626296,15.3351033,4.9860234,22.51345444,121.6428156,0.763408826,0,0,23.65911736,0
10-03-2025 09:43,M004,CNC,72.28879613,1.712729313,,4.637069376,19.70900781,118.8700923,0.788147466,39,0,1.685253381,0
10-03-2025 09:44,M002,Conveyor,76.64054138,1.823200331,15.07005051,5.223478113,20.61272801,113.5582429,0.676696497,0,0,32.33035025,0
10-03-2025 09:45,M002,Welder,76.7299119,1.862408409,16.66309018,4.838144592,18.70806785,114.6474593,0.7193972,35,0,10.56027999,0
10-03-2025 09:46,M002,Welder,78.39616449,2.257010744,16.00381074,4.510245091,19.46535932,115.3245858,0.781557418,39,0,2.344258198,0
10-03-2025 09:47,M004,Conveyor,90.41812019,8.073301451,18.80294776,4.642890677,17.71222185,125.4283595,1,50,1,0,1
10-03-2025 09:48,M002,Welder,76.39684937,1.758448474,18.18905514,5.693616782,19.70781557,119.2623091,0.720974926,36,0,9.902507444,0
10-03-2025 09:49,M003,CNC,73.69474393,2.323054443,21.61217824,5.153683689,19.54203627,117.3906724,0.915371847,0,0,8.462815304,0
10-03-2025 09:50,M004,Conveyor,75.14694522,1.349096775,23.33381044,5.043104022,20.44879965,115.3269554,0.754942024,0,0,24.50579764,0
10-03-2025 09:51,M003,CNC,69.91847379,1.64174318,18.19431157,4.900042506,19.06460468,125.9807511,0.73259824,0,0,26.74017598,0
10-03-2025 09:52,M004,CNC,73.14359546,1.712366463,20.23336255,5.116859537,20.12501803,127.3210064,0.787188459,0,0,21.28115406,0
10-03-2025 09:53,M002,CNC,74.00192088,1.594247393,18.46418928,5.112094378,19.49992992,125.9237195,0.727969432,0,0,27.20305677,0
10-03-2025 09:54,M003,CNC,73.65953635,1.524923483,18.99776639,5.116867531,19.50275092,122.4621867,0.71329182,0,0,28.67081799,0
10-03-2025 09:55,M004,Conveyor,86.84989897,6.984196727,25.69179869,5.045938036,20.12054349,121.4491502,1,0,1,0,1
10-03-2025 09:56,M001,CNC,72.76860844,1.935779691,18.39015385,5.347519335,20.06078441,113.9203109,0.775507241,38,0,3.449275903,0
10-03-2025 09:57,M002,CNC,78.60099359,2.113821619,19.07495741,5.009241738,21.14176106,118.7709044,0.820150647,41,0,0,0
10-03-2025 09:58,M004,Welder,75.24055613,2.207141806,16.84308054,4.608824466,19.81903545,116.580699,0.807386367,40,0,0,0
10-03-2025 09:59,M001,Conveyor,75.21406732,2.079685098,17.8450114,4.755030844,19.47517198,110.8724395,0.819736204,0,0,18.02637963,0
10-03-2025 10:00,M004,Conveyor,74.26031748,2.197328953,,4.208392523,19.72878883,125.2852171,0.811353425,0,0,18.8646575,0
10-03-2025 10:01,M001,Drill,75.71160703,1.979140314,19.65280663,5.810726846,18.92800382,116.5208503,0.811826786,40,0,0,0
10-03-2025 10:02,M002,Conveyor,77.72336311,1.643901984,15.86793566,5.345101837,19.46013336,125.9797095,0.678894956,0,0,32.11050437,0
10-03-2025 10:03,M003,Conveyor,72.64871102,2.317344254,17.89691558,4.667971802,23.04673807,124.408732,0.863641908,43,0,0,0
10-03-2025 10:04,M001,Drill,73.27778555,1.82326636,21.82401094,4.88726206,18.63098186,122.7835899,0.813800187,40,0,0,0
10-03-2025 10:05,M004,Conveyor,74.34299027,1.71932111,20.32812031,4.74524941,19.5820155,123.0644204,0.764441126,0,0,23.55588743,0
10-03-2025 10:06,M002,Conveyor,71.21858894,1.946624637,20.6983581,5.617018885,19.41876701,116.9234306,0.847550366,0,0,15.2449634,0
10-03-2025 10:07,M001,Conveyor,72.80046148,1.726156724,18.04886368,4.432049134,19.62924258,129.2892508,0.710221524,0,0,28.97784756,0
10-03-2025 10:08,M004,Conveyor,73.83160578,1.874770885,18.64199513,5.045790424,19.50314104,120.2156272,0.77806646,0,0,22.19335401,0
10-03-2025 10:09,M004,Drill,77.88546929,2.103216176,20.00447233,4.956588863,20.41886015,121.5096584,0.863755453,0,0,13.62445472,0
10-03-2025 10:10,M004,Conveyor,76.05201908,2.104502522,21.12051106,5.330735452,17.43473735,116.7546183,0.889397863,44,0,0,0
10-03-2025 10:11,M001,Conveyor,75.84713818,1.73065098,14.09679417,4.958396309,21.55575721,115.3441737,0.628700442,0,0,37.12995578,0
10-03-2025 10:12,M001,Drill,77.82109568,1.853688388,15.36911739,4.296716449,20.9488742,122.38648,0.696603324,0,0,30.33966758,0
10-03-2025 10:13,M001,Welder,74.85831977,2.322299901,20.6188882,4.899552866,18.13569262,121.0875675,0.889700984,0,0,11.02990164,0
10-03-2025 10:14,M003,CNC,76.44386303,2.148920035,17.44622129,4.611135113,16.59638409,116.0532382,0.807110062,0,0,19.28899377,0
10-03-2025 10:15,M001,Welder,74.96483657,2.622519512,16.65655842,5.031831819,18.53439178,112.8078664,0.889278185,44,0,0,0
10-03-2025 10:16,M001,Drill,76.07262223,2.354038452,15.49167803,5.573670815,19.63600031,113.6503846,0.830629975,0,0,16.93700252,0
10-03-2025 10:17,M001,CNC,73.53029255,2.343287921,16.8899666,4.304229902,23.87043785,125.9806686,0.832095041,41,0,0,0
10-03-2025 10:18,M003,Drill,67.9641504,1.583639435,15.19526143,4.679910906,20.81488545,116.9337309,0.64820646,32,0,19.17935404,0
10-03-2025 10:19,M001,Drill,74.87979773,2.229158105,22.18218855,4.778922818,17.28861553,118.3054573,0.910191067,45,0,0,0
10-03-2025 10:20,M004,Conveyor,79.55291297,1.984067959,17.9551279,4.847347562,18.96551674,127.2517013,0.763300012,0,0,23.66999883,0
10-03-2025 10:21,M001,CNC,78.06534812,1.834705459,17.88409892,5.296050266,19.92018135,114.3892472,0.739789302,0,0,26.02106979,0
10-03-2025 10:22,M004,Conveyor,78.18492771,2.050404602,19.17615335,4.930582233,20.38052533,116.3650259,0.805953233,40,0,0,0
10-03-2025 10:23,M004,CNC,78.99916077,2.28356346,19.92469034,5.16632109,18.02787671,116.1561659,0.895267483,44,0,0,0
10-03-2025 10:24,M004,Drill,75.55877472,2.150249477,19.89177631,4.749690783,19.79751466,128.0903424,0.855176243,42,0,0,0
10-03-2025 10:25,M003,Drill,75.88678242,1.73645786,20.14724389,5.091969738,18.92354129,129.9669175,0.765046131,0,0,23.49538688,0
10-03-2025 10:26,M003,Welder,73.44391296,2.222737674,16.7383089,5.311119052,18.34436216,123.7578161,0.803768358,0,0,19.62316421,0
10-03-2025 10:27,M003,CNC,74.35068342,1.808723737,17.40426639,4.70708018,20.38939347,123.9169236,0.720773319,36,0,9.922668057,0
10-03-2025 10:28,M001,Conveyor,77.14824879,2.065004936,19.53806331,5.312543248,21.16081576,117.098225,0.813018611,0,0,18.69813891,0
10-03-2025 10:29,M004,Welder,78.914622,1.90899498,16.94522188,5.020949107,21.26156192,129.7366424,0.763700545,0,0,23.62994547,0
10-03-2025 10:30,M003,Welder,74.88666321,1.934340124,17.98978674,5.418184096,20.86157953,121.3384813,0.793904302,0,0,20.60956977,0
10-03-2025 10:31,M003,Welder,73.95646759,2.229872893,18.79752753,4.91943204,19.2539457,124.2655513,0.825925859,41,0,0,0
10-03-2025 10:32,M001,Conveyor,75.3106526,1.687941884,,5.152497862,21.07182464,119.4723753,0.767239915,0,0,23.27600845,0
10-03-2025 10:33,M003,Welder,77.11472232,2.583558522,14.44463808,4.983757507,20.46358166,118.6598371,0.828270043,0,0,17.17299572,0
10-03-2025 10:34,M001,Conveyor,70.98157097,1.453674179,19.4294913,4.961515095,20.20091282,128.3152113,0.698773244,0,0,30.12267561,0
10-03-2025 10:35,M002,Welder,68.42662591,1.820699695,17.53255188,5.103572171,19.08246032,122.6986184,0.749261542,0,0,25.07384578,0
10-03-2025 10:36,M003,Conveyor,73.66559157,2.111063567,19.41491542,5.214722988,19.25468581,127.2568773,0.823823706,41,0,0,0
10-03-2025 10:37,M002,Drill,71.65709818,2.17529425,19.55386338,4.500174035,20.1108304,121.2766409,0.827165179,0,0,17.2834821,0
10-03-2025 10:38,M001,Drill,73.79684822,1.969857284,21.21583012,5.573453444,23.6598117,115.7581673,0.828988202,0,0,17.10117984,0
10-03-2025 10:39,M004,Drill,74.8799612,1.982782789,20.7069073,4.256134784,20.45186372,117.0832853,0.819940958,0,0,18.00590424,0
10-03-2025 10:40,M003,Drill,73.96559028,2.123165026,20.69314333,4.726075156,19.08321725,120.5148262,0.840198341,0,0,15.98016593,0
10-03-2025 10:41,M001,Drill,79.68477145,1.930679157,20.88734064,4.962292372,18.75141583,116.8674989,0.819948415,0,0,18.00515851,0
10-03-2025 10:42,M004,Welder,76.30963649,2.417954377,18.58275797,5.164942388,19.26235008,114.462693,0.878971962,43,0,0,0
10-03-2025 10:43,M004,Welder,87.73553193,8.291733112,25.40909961,5.630469011,23.26594017,126.0070852,1,50,1,0,1
10-03-2025 10:44,M002,Welder,77.20009032,2.261847305,19.74563417,4.256683405,19.40111503,117.2756496,0.863565211,0,0,13.64347893,0
10-03-2025 10:45,M001,Conveyor,71.91900288,1.710152983,19.4641619,4.796922349,21.3603058,120.6909637,0.741040848,0,0,25.89591521,0
10-03-2025 10:46,M004,Conveyor,78.45487095,1.976183473,17.38186753,4.149266605,19.43610763,121.4806679,0.754405034,0,0,24.55949665,0
10-03-2025 10:47,M003,Conveyor,75.11227607,1.909860215,18.80964682,5.01264879,20.39177681,117.0592344,0.802723833,40,0,0,0
10-03-2025 10:48,M003,Conveyor,77.35304413,1.698319587,17.92980707,5.108673434,21.18761791,127.2539973,0.708496079,0,0,29.15039209,0
10-03-2025 10:49,M002,Drill,72.12806393,2.108049255,16.29213418,5.636318297,19.14214573,114.4142912,0.791414568,0,0,20.85854319,0
10-03-2025 10:50,M004,Drill,70.68439267,1.838706273,20.58092148,5.048253904,19.03833252,121.3081263,0.801714634,40,0,0,0
10-03-2025 10:51,M001,Drill,77.80137129,2.196621149,18.11039849,5.417610052,22.48830454,121.2305885,0.848252221,0,0,15.17477789,0
10-03-2025 10:52,M003,CNC,76.47896424,,22.09741652,5.233534833,21.47688934,119.728727,0.798141443,0,0,20.18585567,0
10-03-2025 10:53,M004,Welder,72.64561435,2.515712184,14.74901546,4.825900721,21.18600848,113.5154369,0.807006893,0,0,19.29931073,0
10-03-2025 10:54,M004,Conveyor,72.74481311,1.731100202,16.88644245,4.436415701,21.18091444,124.3540878,0.711400386,0,0,28.8599614,0
10-03-2025 10:55,M002,Conveyor,78.73214006,2.065790701,18.06527767,5.110000919,20.68936323,123.7175534,0.803849024,40,0,0,0
10-03-2025 10:56,M003,Drill,71.78963337,2.237557793,20.2747622,4.403159193,23.02666372,116.6221574,0.884781268,44,0,0,0
10-03-2025 10:57,M003,Conveyor,80.28792126,1.828807871,18.79893875,5.518082829,20.06586245,123.537436,0.762315185,0,0,23.7684815,0
10-03-2025 10:58,M001,Conveyor,72.66007354,2.255740593,18.62094551,4.935175159,20.86589355,121.8745384,0.825997096,0,0,17.40029042,0
10-03-2025 10:59,M003,Welder,77.27914487,1.631244921,15.74547241,5.478070965,17.82363061,113.5969393,0.672494429,0,0,32.75055714,0
10-03-2025 11:00,M001,Drill,74.38014701,2.43563531,15.68611721,4.807914226,18.76255897,115.7303554,0.847500914,0,0,15.24990862,0
10-03-2025 11:01,M003,Welder,77.17759808,2.004244779,18.64500932,5.107540315,18.1987715,125.6914072,0.821627074,0,0,17.83729263,0
10-03-2025 11:02,M002,CNC,73.73772713,1.821076578,15.27178801,5.083739543,21.91109538,121.5470809,0.699495344,0,0,30.05046558,0
10-03-2025 11:03,M003,CNC,85.03579698,6.427638405,26.80629424,4.981982353,16.17118977,117.1784853,1,0,1,0,1
10-03-2025 11:04,M001,CNC,75.49689335,2.242675781,19.00183466,4.826936195,19.39653497,115.7076205,0.833873773,0,0,16.61262266,0
10-03-2025 11:05,M001,Drill,72.36960681,1.824663412,16.03535146,5.156982407,15.5094401,117.423031,0.727339238,0,0,27.26607621,0
10-03-2025 11:06,M002,Conveyor,77.60067556,1.775192693,21.21071192,4.629534695,18.75306816,117.7776024,0.820739999,0,0,17.9260001,0
10-03-2025 11:07,M003,Drill,73.84059517,1.933539021,20.44787269,4.516225868,19.26357658,115.7701848,0.842966038,0,0,15.70339618,0
10-03-2025 11:08,M003,Drill,74.69646947,1.646911366,14.85716,5.497130757,22.07730664,111.2911794,0.654714194,0,0,34.52858056,0
10-03-2025 11:09,M002,Conveyor,72.40125444,2.546163172,16.13525751,5.290867196,20.59494191,125.7000664,0.875128599,0,0,12.48714005,0
10-03-2025 11:10,M003,Welder,67.69933493,1.830081623,13.42844551,5.026356643,18.75028772,124.8531684,0.675829581,0,0,32.4170419,0
10-03-2025 11:11,M003,CNC,74.81528597,2.249485036,16.43481727,5.666056953,21.59894558,113.6337227,0.808064393,0,0,19.1935607,0
10-03-2025 11:12,M001,Welder,82.62824887,2.062841025,19.53277695,4.892893793,20.02674838,120.6815565,0.842405622,0,0,15.75943782,0
10-03-2025 11:13,M003,CNC,77.74624881,1.704639785,,5.529081288,20.05635029,115.488809,0.690657687,0,0,30.93423135,0
10-03-2025 11:14,M003,Drill,75.33668816,1.998213587,18.92159449,5.070229634,18.19599274,118.6921639,0.810034745,0,0,18.9965255,0
